year,ac_number,constituency,region,reserved,winner_candidate,winner_party,winner_party_raw,winner_votes,runner_up_candidate,runner_up_party,runner_up_votes,margin,margin_pct,winner_vote_share_pct,total_valid_votes
2021,169,Nannilam,Delta,GEN,KAMARAJ R,AIADMK,AIADMK,103637,JOTHIRAMAN  S,DMK,99213,4424,1.9932956060988358,46.69511228057528,221944
2021,170,Thiruvidamarudur,Delta,SC,"CHEZHIAAN,  GOVI.",DMK,DMK,95763,"UNION VEERAMANI, S.",AIADMK,85083,10680,5.381816715882406,48.25645263698941,198446
2021,171,Kumbakonam,Delta,GEN,"ANBALAGAN, G.",DMK,DMK,96057,"SRITHAR VANDAYAR, G.M.",AIADMK,74674,21383,10.823328136705069,48.620700127553604,197564
2021,172,Papanasam,Delta,GEN,"Dr.JAWAHIRULLAH, M.H.",DMK,DMK,86567,"GOPINATHAN, K.",AIADMK,70294,16273,8.261160918256492,43.94665502431695,196982
2021,173,Thiruvaiyaru,Delta,GEN,DURAI.CHANDRASEKARAN,DMK,DMK,103210,"VENKATESAN, S.",BJP,49560,53650,25.374828548455753,48.81521070803576,211430
2021,174,Thanjavur,Delta,GEN,"NEELAMEGAM, T.K.G.",DMK,DMK,103772,"ARIVUDAINAMBI, V.",AIADMK,56623,47149,24.196470268245243,53.25491765840942,194859
2021,175,Orathanad,Delta,GEN,"VAITHILINGAM, R.",AIADMK,AIADMK,90063,"RAMCHANDRAN, M.",DMK,61228,28835,15.030754795663054,46.94693494578816,191840
2021,176,Pattukkottai,Delta,GEN,"ANNADURAI, K.",DMK,DMK,79065,"RENGARAJAN, N.R.",AIADMK,53796,25269,14.26015801354402,44.61907449209932,177200
2021,177,Peravurani,Delta,GEN,"ASHOKKUMAR, N.",DMK,DMK,89130,"THIRUGNANASAMBANDAM, S.V.",AIADMK,65627,23503,13.75651155984782,52.16856892010535,170850
2021,178,Gandharvakottai,Delta,SC,M.Chinnadurai,CPI(M),CPI(M),69710,S.Jayabharathi,AIADMK,56989,12721,8.07067631011293,44.22662098718437,157620
2021,179,Viralimalai,Delta,GEN,VIJAYA BASKER C,AIADMK,AIADMK,102179,PALANIAPPAN,DMK,78581,23598,12.200203698629428,52.82670623452227,193423
2021,180,Pudukkottai,Delta,GEN,V . MUTHURAJA,DMK,DMK,85802,KARTHIK THONDAIMAN,AIADMK,72801,13001,7.227114046205502,47.69639561514686,179892
2021,181,Thirumayam,Delta,GEN,S.REGUPATHY,DMK,DMK,71349,P.K.VAIRAMUTHU,AIADMK,69967,1382,0.7941113939470554,40.99786819589613,174031
2021,182,Alangudi,Delta,GEN,SIVA.V.MEYYANATHAN,DMK,DMK,87935,DHARMA THANGAVEL,AIADMK,62088,25847,15.041142444803949,51.172006843495765,171842
2021,183,Arantangi,Delta,GEN,RAMACHANDRAN T,INC,INC,81835,RAJANAYAGAM M,AIADMK,50942,30893,18.38343806531467,48.69739598210035,168048
2021,184,Karaikudi,South,GEN,S.Mangudi,INC,INC,75954,H.Raja,BJP,54365,21589,10.161633467635651,35.750461271981024,212456
2021,185,Tiruppattur,South,GEN,KR.PERIYAKARUPPAN,DMK,DMK,103682,MARUDHU ALAGURAJ,AIADMK,66308,37374,17.732461592476962,49.192943833445625,210766
2021,186,Sivaganga,South,GEN,PR. Senthilnathan,AIADMK,AIADMK,82153,S. Gunasekaran,CPI,70900,11253,5.569578903605155,40.66094514066243,202044
2021,187,Manamadurai,South,SC,Tamilarasi A.,DMK,DMK,89364,Nagarajan S.,AIADMK,75273,14091,6.939294103742225,44.00845066260877,203061
2021,188,Melur,South,GEN,PERIYAPULLAN @ SELVAM  P.,AIADMK,AIADMK,83344,RAVICHANDRAN  T.,INC,48182,35162,19.23712400564607,45.597487717608956,182782
2021,189,Madurai East,South,GEN,MOORTHY P,DMK,DMK,122729,GOPALAKRISHNAN R,AIADMK,73125,49604,20.851478822322736,51.590217409580816,237892
2021,190,Sholavandan,South,SC,VENKATESAN A,DMK,DMK,84240,MANICKAM K,AIADMK,67195,17045,9.719949133501748,48.038047228289074,175361
2021,191,Madurai North,South,GEN,THALAPATHI G,DMK,DMK,73010,SARAVANAN P,BJP,50094,22916,14.637573775518026,46.63506987914868,156556
2021,192,Madurai South,South,GEN,BOOMINATHAN.M,DMK,DMK,62812,SARAVANAN. S.S,AIADMK,56297,6515,4.406999790303924,42.4884836267951,147833
2021,193,Madurai Central,South,GEN,PALANIVEL THIAGA RAJAN,DMK,DMK,73205,JOTHI MUTHURAMALINGAM N,AIADMK,39029,34176,22.870909455932544,48.989493408284815,149430
2021,194,Madurai West,South,GEN,RAJU. K,AIADMK,AIADMK,83883,CHINNAMMAL. C,DMK,74762,9121,4.522196991482146,41.58923914444654,201694
2021,195,Thiruparankundram,South,GEN,"RAJANCHELLAPPA, V.V.",AIADMK,AIADMK,103683,PONNUTHAI,CPI(M),74194,29489,12.503339000801361,43.96160255078461,235849
2021,196,Thirumangalam,South,GEN,UDHAYAKUMAR R B,AIADMK,AIADMK,100338,MANIMARAN M,DMK,86251,14087,6.388807002426359,45.505793782171935,220495
2021,197,Usilampatti,South,GEN,AYYAPPAN P,AIADMK,AIADMK,71255,KATHIRAVAN P V,DMK,63778,7477,3.5183729936521533,33.529713476352036,212513
2021,198,Andipatti,South,GEN,A.MAHARAJAN,DMK,DMK,93541,A.LOGIRAJAN,AIADMK,85003,8538,4.074639686933282,44.6411186408323,209540
2021,199,Periyakulam,South,SC,K.S.SARAVANAKUMAAR,DMK,DMK,92251,M Murugan,AIADMK,70930,21321,10.565568368211618,45.71475294479105,201797
2021,200,Bodinayakanur,South,GEN,O.PANNEERSELVAM,AIADMK,AIADMK,100050,THANGATAMILSELVAN,DMK,89029,11021,5.130938802113643,46.57929653856002,214795
2021,201,Cumbum,South,GEN,N.Ramakrishnan,DMK,DMK,104800,Syedukhan.S.P.M,AIADMK,62387,42413,20.96798912371771,51.810653812878506,202275
2021,202,Rajapalayam,South,GEN,THANGAPANDIAN S.,DMK,DMK,74158,RAJENTHRABHALAJI K.T,AIADMK,70260,3898,2.1812118092083175,41.496743290731246,178708
2021,203,Srivilliputhur,South,SC,"MANRAJ, E.M.",AIADMK,AIADMK,70475,"MADHAVARAO, P.S.W.",INC,57737,12738,6.883954193440302,38.0865655348332,185039
2021,204,Sattur,South,GEN,"RAGHURAMAN,  A.R.R.",DMK,DMK,74174,"RAVICHANDHRAN, R.K.",AIADMK,62995,11179,5.828983799398278,38.676003608244734,191783
2021,205,Sivakasi,South,GEN,Ashokan.G,INC,INC,78947,Lakshmi Ganesan,AIADMK,61628,17319,9.359243867774133,42.66321529125033,185047
2021,206,Virudhunagar,South,GEN,SEENIVASAN A.R.R,DMK,DMK,73297,PANDURANGAN G,BJP,51958,21339,13.195273224212666,45.32423925746829,161717
2021,207,Aruppukottai,South,GEN,K.K.S.S.R.RAMACHANDRAN,DMK,DMK,91040,VAIGAICHELVAN,AIADMK,52006,39034,22.80010046670288,53.17725947862454,171201
2021,208,Tiruchuli,South,GEN,THANGAM THENARASU,DMK,DMK,102225,RAJASEKAR S,AIADMK,41233,60992,35.29404956860385,59.15422050679644,172811
2021,209,Paramakudi,South,SC,MURUGESAN S,DMK,DMK,84864,SADHAN PRABHAKAR N,AIADMK,71579,13285,7.293119160289418,46.58812679102757,182158
2021,210,Tiruvadanai,South,GEN,KARUMANICKAM,INC,INC,79364,K C ANIMUTHU,AIADMK,65512,13852,6.863711815276368,39.325124495206005,201815
2021,211,Ramanathapuram,South,GEN,KATHARBATCHA MUTHURAMALINGAM,DMK,DMK,111082,D.KUPPURAMU,BJP,60603,50479,23.577520574690094,51.88371680258573,214098
2021,212,Mudukulathur,South,GEN,R.S.RAJAKANNAPPAN,DMK,DMK,101901,KEERTHIKA,AIADMK,81180,20721,9.366990185929398,46.06465261987315,221213
2021,213,Vilathikulam,South,GEN,MARKANDAYAN V,DMK,DMK,90348,CHINNAPPAN P,AIADMK,51799,38549,23.05989746902835,54.04590564039984,167169
2021,214,Thoothukkudi,South,GEN,P.Geetha Jeevan,DMK,DMK,92314,SDR Vijayaseelan,AIADMK,42004,50310,26.70282951270388,48.99711794147776,188407
2021,215,Tiruchendur,South,GEN,Anitha R. Radhakrishnan,DMK,DMK,88274,Radhakrishnan M,AIADMK,63011,25263,14.474377778796352,50.57638538754182,174536
2021,216,Srivaikuntam,South,GEN,Amirtharaj .S,INC,INC,76843,S.P.SHUNMUGANATHAN,AIADMK,59471,17372,10.567809910819657,46.74546494227002,164386
2021,217,Ottapidaram,South,SC,SHUNMUGAIAH C,DMK,DMK,73110,MOHAN P,AIADMK,64600,8510,4.785200179937022,41.109986504723345,177840
2021,218,Kovilpatti,South,GEN,KADAMBUR RAJU,AIADMK,AIADMK,68556,TTV DHINAKARAN,AMMK,56153,12403,6.855213123452423,37.89131588256102,180928
2021,219,Sankarankovil,South,SC,RAJA E,DMK,DMK,71347,RAJALAKSHMI V M,AIADMK,66050,5297,2.8891991840207703,38.91555487678495,183338
2021,220,Vasudevanallur,South,SC,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",DMK,DMK,68730,MANOHARAN A,AIADMK,66363,2367,1.3457963054565303,39.07755812168455,175881
2021,221,Kadayanallur,South,GEN,C.KRISHNAMURALI,AIADMK,AIADMK,88474,K.A.M.MUHAMMED ABUBACKER,OTHERS,64125,24349,11.855931130522851,43.07945504299473,205374
2021,222,Tenkasi,South,GEN,PALANI NADAR.S,INC,INC,89315,SELVA MOHANDAS PANDIAN.S,AIADMK,88945,370,0.17280998374652046,41.714928914379655,214108
2021,223,Alangulam,South,GEN,PAUL MANOJ PANDIAN,AIADMK,AIADMK,74153,DR.POONGOTHAI ALADI ARUNA,DMK,70614,3539,1.7392543665654272,36.44276039670136,203478
2021,224,Tirunelveli,South,GEN,Nainar Nagenthran,BJP,BJP,92282,"Lakshmanan,A.L.S.",DMK,69175,23107,11.694595292200399,46.704489667842516,197587
2021,225,Ambasamudram,South,GEN,E.SUBAYA,AIADMK,AIADMK,85211,R.AVUDAIAPPAN,DMK,68296,16915,9.519869879165471,47.95729425205846,177681
2021,226,Palayamcottai,South,GEN,ABDUL WAHAB .M,DMK,DMK,89117,GERALD .G,AIADMK,36976,52141,32.36741965721238,55.32090557510973,161091
2021,227,Nanguneri,South,GEN,RUBY R MANOHARAN,INC,INC,75902,GANESARAJA,AIADMK,59416,16486,8.56317719533352,39.42510466336315,192522
2021,228,Radhapuram,South,GEN,M.Appavu,DMK,DMK,82331,I.S.Inbadurai,AIADMK,76406,5925,3.163205381453206,43.954407132560995,187310
2021,229,Kanniyakumari,South,GEN,THALAVAI SUNDARAM N.,AIADMK,AIADMK,109745,AUSTIN S.,DMK,93532,16213,7.209815274331404,48.80288517125146,224874
2021,230,Nagercoil,South,GEN,Gandhi M.R.,BJP,BJP,88804,Suresh Rajan N.,DMK,77135,11669,6.335477916225535,48.21456687569563,184185
2021,231,Colachel,South,GEN,Prince J.G.,INC,INC,90681,Ramesh P.,BJP,65849,24832,13.57169793790205,49.5608545709929,182969
2021,232,Padmanabhapuram,South,GEN,"Mano Thangaraj, T.",DMK,DMK,87744,"John Thankam, D.",AIADMK,60859,26885,15.800206868990808,51.56679752697525,170156
2021,233,Vilavancode,South,GEN,VIJAYADHARANI S,INC,INC,87473,JAYASEELAN R,BJP,58804,28669,17.081555804475798,52.11813913582306,167836
2021,234,Killiyoor,South,GEN,RAJESH KUMAR  S,INC,INC,101541,JUDE DEV   K.V,AIADMK,46141,55400,32.60396191103944,59.75882484492519,169918
