year,ac_number,constituency,region,reserved,winner_candidate,winner_party,winner_party_raw,winner_votes,runner_up_candidate,runner_up_party,runner_up_votes,margin,margin_pct,winner_vote_share_pct,total_valid_votes
2026,1,Gummidipoondi,Chennai Metro,GEN,S.VIJAYAKUMAR,TVK,TVK,94320,SUDHAKAR.V,AIADMK,66375,27945,12.01821763101986,40.563903630624196,232522
2026,2,Ponneri,Chennai Metro,SC,DR.RAVI.M.S,TVK,TVK,110439,DURAI CHANDRASEKAR,INC,54671,55768,24.58700549777576,48.690365445575544,226819
2026,3,Tiruttani,Chennai Metro,GEN,G.HARI,AIADMK,AIADMK,89169,M.SATHYA KUMAR,TVK,83376,5793,2.425899714402968,37.34076499803181,238798
2026,4,Thiruvallur,Chennai Metro,GEN,DR. T. ARUNKUMAR,TVK,TVK,92190,V.G. RAAJENDRAN,DMK,67430,24760,10.935043369194622,40.71492924903281,226428
2026,5,Poonamallee,Chennai Metro,SC,PRAKASAM.R,TVK,TVK,161309,KRISHNASWAMY.A,DMK,88569,72740,23.548531211354057,52.22147403316348,308894
2026,6,Avadi,Chennai Metro,GEN,R.RAMESH KUMAR,TVK,TVK,180384,S.M.NASAR,DMK,104073,76311,22.054883599947978,52.1333506741232,346005
2026,7,Maduravoyal,Chennai Metro,GEN,RHEVANTH CHARAN,TVK,TVK,141725,GANAPATHY. K,DMK,80216,61509,20.943369243969872,48.25633657028451,293692
2026,8,Ambattur,Chennai Metro,GEN,BALAMURUGAN.G,TVK,TVK,133339,DR A.P. POORNIMA,DMK,74558,58781,22.609294346618665,51.286992376512586,259986
2026,9,Madavaram,Chennai Metro,GEN,M.L.VIJAYPRABHU,TVK,TVK,190462,S.SUDHARSANAM,DMK,95477,94985,26.23909524362013,52.614102840347186,361998
2026,10,Thiruvottiyur,Chennai Metro,GEN,SENTHIL KUMAR. N,TVK,TVK,110067,SUNDARARAJ. L,CPI(M),56503,53564,25.865332612222826,53.149868654871355,207088
2026,11,Dr.Radhakrishnan Nagar,Chennai Metro,GEN,N. MARIE WILSON,TVK,TVK,97800,J. JOHN EBENEZER,DMK,48132,49668,27.409688420913213,53.971722790636065,181206
2026,12,Perambur,Chennai Metro,GEN,C. JOSEPH VIJAY,TVK,TVK,120365,R.D. SHEKAR,DMK,66650,53715,26.281411460779708,58.891596211053695,204384
2026,13,Kolathur,Chennai Metro,GEN,V. S. BABU,TVK,TVK,82997,M. K. STALIN,DMK,74202,8795,4.7785668102862795,45.09456618002619,184051
2026,14,Villivakkam,Chennai Metro,GEN,AADHAV ARJUNA,TVK,TVK,66445,KARTHIK MOHAN,DMK,49143,17302,12.231711110482708,46.97353165738201,141452
2026,15,Thiru-Vi-Ka-Nagar,Chennai Metro,SC,M. R. PALLAVI,TVK,TVK,69125,K. S. RAVICHANDRAN,DMK,46792,22333,15.519481873206256,48.03582969083341,143903
2026,16,Egmore,Chennai Metro,SC,RAJMOHAN,TVK,TVK,53901,TAMILAN PRASANNA,DMK,43097,10804,9.023033623411115,45.01578446274366,119738
2026,17,Royapuram,Chennai Metro,GEN,K.V. VIJAY DAMU,TVK,TVK,59091,DR. A. SUBAIR KHAN,DMK,44842,14249,11.188322497565878,46.39828512202017,127356
2026,18,Harbour,Chennai Metro,GEN,P K SEKARBABU,DMK,DMK,45254,SINORA P S ASHOK,TVK,33504,11750,11.79458352572725,45.42570918070305,99622
2026,19,Chepauk-Thiruvallikeni,Chennai Metro,GEN,UDHAYANIDHI STALIN,DMK,DMK,62992,SELVAM. D,TVK,55852,7140,5.073148549463198,44.757391236384564,140741
2026,20,Thousand Lights,Chennai Metro,GEN,PRABHAKAR.J.C.D,TVK,TVK,58965,EZHILAN NAGANATHAN,DMK,43824,15141,11.485768903993202,44.73009467168346,131824
